Name	A549	BGC-823	HEK293	H9	PC-3M-IE8	T/G HA-VSMC	MCF-7	NSC	Panc-1	U251
hsa-miR-130a-3p	N/A	0.226081023	N/A	0.061591758	N/A	N/A	0.458025659	0.672124969	0.50281999	0.664539881
hsa-miR-1298	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-26b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-450b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART9*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-4-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1277-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-718	N/A	N/A	0.140637195	0.425006426	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1914-5p	0.519655844	N/A	N/A	0.370144497	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1307-5p	N/A	N/A	0.323701915	N/A	N/A	N/A	N/A	N/A	0.630505641	N/A
hsa-miR-449c-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART21-3p	N/A	N/A	N/A	0.29042106	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-516a-3p/hsa-miR-516b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART2-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-376a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.863114694	N/A
hsa-miR-526b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-369-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-658	N/A	N/A	N/A	0.165081861	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-30a-5p	N/A	0.249475111	N/A	N/A	N/A	N/A	0.415211424	0.705087549	0.720840954	0.807415958
hsa-miR-518a-5p/hsa-miR-527	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548u	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3143	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4327	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4317	N/A	0.266815835	0.154036892	0.139131131	N/A	0.614647686	0.362760428	0.523174961	N/A	0.692385241
hsv2-miR-H9-3p	N/A	N/A	N/A	0.244367239	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-7*	N/A	N/A	N/A	N/A	N/A	0.645120673	N/A	N/A	N/A	N/A
hsa-miR-3160-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4279	0.135116464	N/A	0.511996985	0.45044839	N/A	0.831235141	N/A	0.70763387	0.685717528	0.642391979
hsa-miR-4326	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3201	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4255	0.312699885	N/A	0.339987018	N/A	N/A	N/A	0.497018342	N/A	N/A	N/A
hsa-miR-3169	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3138	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H7-5p	0.561228296	0.753523487	0.209000266	0.224456523	N/A	N/A	N/A	0.539777584	0.976882293	N/A
hsa-miR-888-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3939	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3942-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3941	0.473844058	N/A	0.275904616	0.278469278	0.588246725	N/A	0.638102874	N/A	N/A	N/A
hsa-miR-3937	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-483-3p	0.144043574	N/A	0.457503978	0.452287635	N/A	0.700647723	0.856316007	0.811198586	0.63857858	0.595284555
hsa-miR-3665	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-34b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3651	N/A	0.19979034	N/A	0.129400107	N/A	N/A	0.320214291	0.609584926	0.51658057	0.617199523
hsv2-miR-H19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3545-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-486-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.707786069	N/A
hsa-miR-181c-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-450a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-532-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.720754184	N/A
hsa-miR-33b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-892b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5100	N/A	0.527591961	0.542434586	0.456344125	0.709462854	N/A	0.847273539	0.691622367	0.535797423	0.883180295
hsa-miR-4653-3p	0.101195382	0.998100707	0.229814345	0.335789944	0.950244706	N/A	0.762084671	0.463825563	0.768387366	0.24497083
hsa-miR-4494	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5585-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5696	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4794	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4666a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3978	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4491	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-506-5p	N/A	N/A	0.311569554	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-296-5p	0.273033462	N/A	0.283839199	0.337190379	N/A	N/A	N/A	0.829038824	0.670804864	N/A
hsa-miR-4796-5p	N/A	N/A	N/A	0.184570694	0.386858511	N/A	N/A	N/A	N/A	0.526751794
hsa-miR-4694-5p	0.617456221	N/A	N/A	N/A	0.549461216	N/A	N/A	N/A	0.795878546	N/A
hsa-miR-4681	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3150b-5p	0.354601224	N/A	0.109001181	0.321801467	N/A	N/A	N/A	N/A	0.676400079	N/A
hsa-miR-4532	N/A	0.714619471	0.785715288	0.212365939	0.806184282	N/A	N/A	0.49170579	0.781647236	0.245512521
hsa-miR-4528	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2682-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3129-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3618	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3972	N/A	N/A	N/A	0.306949088	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4783-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4639-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4637	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4733-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4790-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5047	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-382-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5687	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3064-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4692	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4290	0.131897183	N/A	0.419068641	0.536355266	N/A	N/A	0.786740332	0.541900068	0.729557203	0.620560273
hsa-miR-4445-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4518	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-642b-5p	0.381449496	N/A	0.228364717	0.440068063	N/A	N/A	0.648412358	0.804762211	0.720624373	0.653960972
hsa-miR-5590-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4766-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4676-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-520b/hsa-miR-520c-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-380-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-320b	N/A	0.479529816	0.391105344	0.590057469	0.850643977	N/A	0.840770897	0.371445218	0.581414433	0.395875473
hsa-miR-152	N/A	N/A	N/A	N/A	N/A	N/A	0.935708898	0.465229329	0.636082261	N/A
hsa-miR-650	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-27a-3p	N/A	N/A	N/A	N/A	N/A	0.543059647	N/A	N/A	0.774000365	N/A
hsa-miR-490-3p	0.404253544	N/A	0.273650091	N/A	0.802428865	N/A	N/A	N/A	0.875548515	N/A
hsa-miR-627	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-744-5p	N/A	N/A	0.312666616	N/A	N/A	N/A	N/A	0.508233723	N/A	0.465339622
hsa-miR-593-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-323a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-638	N/A	N/A	N/A	0.686121491	0.73095747	N/A	N/A	N/A	N/A	N/A
hsa-miR-1224-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1178	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-758	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.420166628	0.57418291	N/A
hsa-miR-181c-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-146b-5p	N/A	N/A	N/A	0.485026425	N/A	N/A	N/A	0.41964545	0.577175816	N/A
hsa-miR-20b-3p	N/A	N/A	N/A	N/A	N/A	0.487975176	N/A	0.57654235	0.4881356	N/A
hsa-miR-612	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-593-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-16-2-3p	N/A	N/A	N/A	N/A	N/A	N/A	0.779757424	N/A	N/A	N/A
hsa-miR-571	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1207-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-649	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-136-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.862705054	N/A
hsa-miR-183-5p	N/A	N/A	0.365786325	N/A	0.420008157	N/A	0.716855891	N/A	0.470284742	0.504553064
hsa-miR-196a-5p	N/A	0.085849125	0.667022117	N/A	N/A	N/A	N/A	N/A	0.597337516	N/A
hsa-miR-487b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.304054803	0.818099643	N/A
hsa-miR-380-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-101-3p	N/A	N/A	0.128713532	0.199031146	N/A	N/A	N/A	0.605987325	0.999428861	0.842718799
hsa-miR-29b-3p	N/A	N/A	N/A	N/A	N/A	N/A	0.804031309	N/A	0.892049242	N/A
hsa-miR-517-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-506-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H4-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2054	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-767-5p	0.206164492	0.698773516	0.37523747	0.454817259	0.618322897	N/A	0.870567562	0.40050988	0.785107244	0.25612448
hsa-miR-652-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H5-3p	0.882562209	N/A	0.738171153	0.403480782	0.689506824	N/A	0.701944077	0.730274156	0.586008562	0.651421338
hsa-miR-2115-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.587998748	N/A
hsa-miR-1912	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H7*	0.151325463	0.87227304	N/A	0.379449335	0.764482584	0.832195742	N/A	0.640132937	0.467138808	0.249904613
hsa-miR-605	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.797770255	N/A
hsa-miR-875-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-92a-3p	N/A	N/A	0.193470162	0.133733006	N/A	N/A	N/A	0.355627441	N/A	0.164179405
hsa-miR-639	N/A	N/A	N/A	0.508227183	0.960921607	0.825598933	0.678098702	0.661633525	0.406236379	N/A
hsa-miR-431-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.44894877	0.585498059	N/A
hsa-miR-501-3p	N/A	N/A	0.375199965	N/A	N/A	0.830097131	N/A	N/A	N/A	N/A
hsa-miR-187-3p	N/A	N/A	N/A	0.346852472	N/A	N/A	N/A	N/A	0.587046095	N/A
hsa-miR-518f-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-572	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4307	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4316	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4314	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4323	0.421465081	N/A	0.078668724	0.522825366	0.500128794	N/A	0.924745107	N/A	0.604767443	N/A
hsa-miR-3136-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-615-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-185-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1908	N/A	N/A	0.851772845	0.431316394	0.684176189	N/A	0.714874629	0.739568382	0.810468856	N/A
hsa-miR-3667-5p	0.529228442	N/A	0.189290066	0.316931174	0.86794004	N/A	0.443802238	0.752212163	0.807068282	N/A
hsa-miR-637	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-184	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3673	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3622a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-941	N/A	N/A	N/A	0.840336028	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-10a*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3660	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4277	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3545-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2964a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-208b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-519e-3p	0.881308209	0.983873798	0.522163784	0.501903241	0.950244696	N/A	0.699485934	0.366384672	0.925732399	0.492031011
hsa-miR-301b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5010-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4763-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4684-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-326	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4450	0.442519419	0.622748799	0.474665122	0.287318625	N/A	0.621828126	0.477501358	0.658935677	N/A	0.439684223
hsa-miR-5094	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4999-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4706	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4479	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548ac	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-499b-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4764-5p	0.677811977	N/A	N/A	N/A	0.897453333	N/A	N/A	0.689035081	N/A	N/A
hsa-miR-4753-3p	N/A	N/A	N/A	0.254444638	N/A	N/A	0.965968153	N/A	N/A	N/A
hsa-miR-4507	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548ad	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-875-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4520a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5009-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4468	0.154161596	N/A	0.245381201	0.366633638	N/A	N/A	N/A	0.737558676	0.626098173	0.534543976
hsa-miR-4691-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4695-3p	N/A	0.135959707	N/A	0.282594187	0.646045484	0.611329605	0.842674824	0.579146293	0.485141506	0.386781418
hsa-miR-4755-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4728-3p	0.34453182	0.702642062	0.176639702	0.461923386	0.630590514	N/A	0.913849398	0.794844798	0.646399811	0.763345005
hsa-miR-4745-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4747-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4755-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5707	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3136-3p	0.251988285	N/A	0.216427392	0.236998106	N/A	0.864524554	0.615709827	N/A	0.711214801	0.860361267
hsa-miR-4524a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4778-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4727-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5684	N/A	0.16996257	0.942001085	0.370363919	0.83441152	0.557504687	0.705812799	0.694558317	0.428691728	0.352322261
hsa-miR-4523	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3974	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4633-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5092	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1289	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1271-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-636	0.539206001	N/A	N/A	N/A	0.750193191	N/A	N/A	N/A	N/A	N/A
hsa-miR-92b-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-302c-5p	0.603593764	0.763265766	0.500266608	0.221466025	N/A	0.810066309	0.805396397	0.606852082	0.839628586	0.607170977
hsa-miR-20b-5p	N/A	N/A	N/A	0.2971638	N/A	N/A	0.407925243	N/A	N/A	N/A
ebv-miR-BHRF1-2*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-132-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-190b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-217	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1225-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1231	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-623	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-302d-3p	N/A	N/A	N/A	0.318759412	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-631	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hcmv-miR-UL112	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-151a-3p	N/A	N/A	N/A	0.208986615	0.929587198	N/A	N/A	0.642837963	N/A	0.363079806
hsa-miR-1297	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1205	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1294	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-302a-5p	N/A	N/A	N/A	0.234582285	N/A	N/A	0.907777281	N/A	N/A	0.133268983
hsa-miR-325	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-23a-3p	N/A	0.733943383	N/A	0.211876361	N/A	0.200303206	N/A	0.614456503	N/A	0.261899307
hsa-miR-539-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-96-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-204-3p	0.543101845	N/A	0.414299452	0.293407217	N/A	N/A	N/A	0.59872411	N/A	0.531927172
hsa-miR-340-5p	0.746683702	0.504077386	0.518975751	0.25932895	N/A	N/A	N/A	0.61540053	N/A	0.413635226
hsa-miR-526b-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-34c-5p	N/A	N/A	N/A	0.371524634	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1293	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-513b	0.37639455	N/A	0.296454277	0.338658707	0.923094844	0.869797794	N/A	0.464603892	N/A	N/A
ebv-miR-BART19-3p	0.144300931	0.822287002	0.684146169	0.398950179	0.988254489	0.394906587	0.558160364	0.43307554	0.736416468	0.148433325
hsa-miR-518f-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-555	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3129-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2116-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-939	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-664-3p	0.621187987	N/A	0.264659177	0.438393207	0.714328359	N/A	0.703912063	0.669097173	0.555623285	0.744906558
hsa-miR-518d-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-384	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-99a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-139-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-26b-5p	N/A	N/A	N/A	0.283337623	N/A	N/A	N/A	0.936582456	N/A	0.750058537
hsa-miR-382-5p	N/A	N/A	N/A	0.303461034	N/A	N/A	N/A	0.553169012	N/A	N/A
