Name	A549	BGC-823	HEK293	H9	PC-3M-IE8	T/G HA-VSMC	MCF-7	NSC	Panc-1	U251
hsv2-miR-H24	0.220288878	N/A	0.226364973	0.362903349	N/A	N/A	N/A	0.771525201	0.579209023	0.773280159
kshv-miR-K12-2*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-491-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3196	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-1*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2861	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4275	N/A	N/A	N/A	N/A	0.553739724	N/A	N/A	N/A	N/A	N/A
hsa-miR-3156-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4272	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3131	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3605-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3607-3p	N/A	N/A	0.080767216	0.416667062	0.736633277	N/A	N/A	0.616535124	N/A	0.649098902
hsa-miR-3692-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3713	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3609	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3611	0.50835897	N/A	0.317754633	0.472772159	N/A	0.999888982	N/A	0.937753187	0.982075169	N/A
hsa-miR-1193	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4278	0.191861352	N/A	0.05795438	0.61765674	0.304307967	N/A	0.968471721	0.685290748	0.769106415	N/A
hsa-miR-3163	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3913-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3921	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-34a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-208a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3591-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-519e-5p	0.207819175	N/A	0.359165754	0.304993998	0.724647035	N/A	N/A	0.543111396	0.902873335	0.654120809
hsa-miR-633	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-376c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.79835528	N/A	N/A
hsa-miR-4465	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3157-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4775	0.645997164	0.501962401	0.630827126	0.361221247	0.880015452	N/A	0.573138419	0.325222726	0.44406273	0.267381393
hsa-miR-4699-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1306-5p	N/A	N/A	0.147845114	0.411957986	N/A	N/A	N/A	0.538666458	0.479280588	0.721981483
hsa-miR-5583-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4783-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4675	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4456	0.73971866	0.788672279	0.380148575	0.257580776	0.862233611	N/A	0.437506859	0.561745278	0.452839085	0.531350767
hsa-miR-4676-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-644b-5p	N/A	N/A	0.424035492	N/A	N/A	N/A	N/A	0.592939344	N/A	0.844556696
hsa-miR-3140-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4667-3p	N/A	N/A	0.128856554	0.356917546	N/A	N/A	0.762532937	0.690279266	N/A	N/A
hsa-miR-4732-3p	0.940695166	0.879543558	0.097695156	0.285024154	0.600480358	N/A	N/A	0.83961083	N/A	N/A
hsa-miR-4774-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4511	N/A	N/A	N/A	0.328414059	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4531	0.497863803	0.634122531	0.35312937	0.194601713	N/A	0.780786804	0.5328258	0.590046944	0.613978398	0.374305971
hsa-miR-4795-3p	0.159092921	0.789869369	0.414840954	0.339893886	N/A	0.844357186	0.562279971	0.525835956	0.548540088	0.319112203
hsa-miR-4693-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3691-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4782-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4419b	N/A	N/A	0.636548171	0.379367233	N/A	N/A	0.650737015	0.334228737	0.685646291	0.574424476
hsa-miR-4521	N/A	N/A	N/A	0.037961902	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4712-3p	N/A	N/A	0.458577732	N/A	0.621588641	0.897682582	N/A	N/A	N/A	N/A
hsa-miR-5686	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4513	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4714-5p	0.556335016	N/A	0.22837906	0.409941254	0.834911569	0.823419327	0.802464694	0.586668816	0.688606428	0.936169319
hsa-miR-4515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4802-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4486	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-371b-3p	0.859825283	N/A	0.166380801	0.393314993	0.591781857	N/A	0.959948416	0.844870919	0.669354252	N/A
hsa-miR-4477a	N/A	N/A	0.951618225	N/A	0.841200213	N/A	N/A	N/A	N/A	N/A
hsa-miR-4777-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4447	0.349847036	N/A	N/A	0.239570017	N/A	N/A	0.949674723	0.671705228	N/A	N/A
hsa-miR-548am-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4787-3p	N/A	N/A	0.250133298	0.372511026	N/A	N/A	N/A	0.647245382	N/A	N/A
hsa-miR-4666a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4508	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4757-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-300	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-187-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4301	0.608528794	0.162150528	0.711001606	0.230899017	N/A	0.865048184	0.988828847	0.537409214	0.59147732	0.325406141
hsa-miR-654-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.770519093	N/A
hsa-miR-575	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-92a-1-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-125a-5p	N/A	N/A	0.378406783	0.49146343	N/A	N/A	0.6823445	0.506097595	0.692513381	0.410113577
hsa-miR-517c-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-647	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-369-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.778274822	N/A
hcmv-miR-UL148D	0.296006496	N/A	0.14958952	0.314435653	N/A	N/A	N/A	0.973577456	0.863617966	N/A
hsa-miR-770-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-128	N/A	0.532963798	N/A	N/A	N/A	N/A	0.682278477	0.858650401	0.82054611	N/A
hsa-miR-876-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1284	0.149605643	N/A	0.270027724	0.394951764	N/A	0.945029808	0.528065008	0.589373379	0.764987423	0.545619591
hsa-miR-548b-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-610	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-371a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-761	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-135b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART17-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548e	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-3*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-150-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hiv1-miR-TAR-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hiv1-miR-N367	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548o-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1228-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-532-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.728290271	N/A
hsa-miR-26a-2-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-513a-5p	0.206223855	N/A	0.428799939	0.339206465	0.966188401	0.461821481	0.750713197	0.548257908	0.791008664	0.448370514
hsa-miR-1306-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hcmv-miR-UL22A*	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-148b-3p	N/A	N/A	N/A	0.500213332	N/A	N/A	0.633484882	0.770867786	0.672607121	0.388515674
hsa-miR-542-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-566	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1233	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART17-3p	N/A	N/A	N/A	0.304942886	N/A	N/A	N/A	0.61201678	N/A	N/A
hcmv-miR-UL70-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-155-5p	N/A	N/A	N/A	0.301418472	N/A	N/A	N/A	0.742041086	0.606148978	0.691898915
ebv-miR-BART9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-202-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-670	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-374a-5p	N/A	N/A	N/A	N/A	N/A	N/A	0.287462812	N/A	N/A	N/A
hsa-miR-33a-5p	N/A	0.261512945	N/A	0.149130926	N/A	N/A	0.498016715	N/A	0.679278889	0.826062749
hsa-miR-518c-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-200a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-33b-5p	N/A	N/A	0.326099705	N/A	N/A	N/A	N/A	0.803412131	N/A	0.371806946
hsa-miR-346	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-518c-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-196b-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kshv-miR-K12-8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3155a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4252	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv1-miR-H11/hsv2-miR-H11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4273	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3153	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4264	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3186-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4262	N/A	N/A	N/A	N/A	N/A	N/A	0.673268165	N/A	N/A	N/A
hsv2-miR-H25	N/A	N/A	0.404024832	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1273c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3916	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-602	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3679-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3120-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3908	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3649	N/A	N/A	0.370984216	N/A	N/A	N/A	0.855606203	N/A	N/A	N/A
hsa-miR-181b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3675-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3674	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3679-3p	0.378915713	N/A	0.264922668	0.305364154	0.628667985	N/A	N/A	0.940337625	0.754741546	0.745494286
hsa-miR-198	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3677-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2682-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3202	0.251044733	0.724332933	0.53785889	0.275467131	N/A	N/A	0.750877517	0.645363849	0.711836492	0.41838965
hsa-miR-518a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hcmv-miR-US33-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5706	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4466	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3127-3p	0.512357285	N/A	0.09196077	0.209130147	N/A	N/A	N/A	0.711527213	0.492825466	N/A
hsa-miR-4485	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5694	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5011-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4716-5p	0.214857703	N/A	0.217216626	0.341275649	0.64388165	N/A	N/A	0.940904305	0.792180282	N/A
hsa-miR-4763-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548al	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3619-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1343	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4769-3p	0.245661777	N/A	0.150543185	0.272843634	N/A	N/A	N/A	0.680823402	0.644563348	N/A
hsa-miR-5007-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5579-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5586-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3928	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-642b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3152-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-24-1-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.738235163	0.651938503
hsa-miR-3676-5p	N/A	0.611947535	0.248604988	0.320049051	0.599897669	N/A	0.792470719	0.555288436	0.644073182	N/A
hsa-miR-4437	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4524a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548an	0.544752855	0.352439889	0.259520199	0.220595126	0.557039994	0.700887092	0.692904486	0.882835403	0.31047423	N/A
hsa-miR-4538	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4802-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5003-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4527	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4640-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548ap-5p/hsa-miR-548j	N/A	N/A	0.297777739	N/A	0.696846121	N/A	N/A	N/A	0.996104819	N/A
hsa-miR-550a-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4725-3p	N/A	N/A	0.381453278	0.1502548	N/A	N/A	0.874966075	0.744934263	0.390435527	N/A
hsa-miR-4693-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4791	N/A	0.161270669	N/A	N/A	N/A	0.67886298	0.581093115	N/A	N/A	N/A
hsa-miR-3135b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4743	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4803	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4787-5p	0.143782325	0.770255211	0.933830977	0.453800905	N/A	N/A	0.887850482	0.706270292	0.668199198	0.844338343
hsa-miR-5011-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4537	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-5579-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3184-5p	N/A	N/A	N/A	N/A	0.997756938	N/A	N/A	N/A	N/A	N/A
hsa-miR-1249	N/A	N/A	0.171999423	0.465295843	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-608	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-30c-5p	N/A	N/A	0.289849522	0.312208342	N/A	N/A	0.737542855	0.704941019	0.758937002	0.735474889
hsa-miR-885-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-874	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.82606573	N/A	N/A
hsa-miR-1279	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-29b-1-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.522257012	N/A
hsa-miR-609	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-432-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-576-5p	0.950553684	N/A	0.1524622	0.254026833	0.471410459	N/A	0.598114954	0.999801775	N/A	N/A
hsa-miR-182-5p	N/A	N/A	N/A	0.271434318	N/A	N/A	0.901516774	N/A	N/A	0.709658502
kshv-miR-K12-7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-30b-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-126-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-708-5p	N/A	N/A	0.341645479	0.290632858	N/A	N/A	N/A	0.762463265	N/A	0.968420547
hsa-miR-581	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-192-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-644a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-489	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-548n	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-20a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.912204514	N/A
hsa-miR-194-5p	N/A	N/A	N/A	N/A	0.348206109	N/A	N/A	N/A	N/A	N/A
hsa-miR-569	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-486-5p	0.337776279	N/A	0.060466593	0.404123928	0.608156612	N/A	N/A	0.815002354	N/A	N/A
hsa-miR-1179	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1304-5p	0.29511704	N/A	0.526596418	N/A	0.868795149	N/A	N/A	0.775873427	0.913668564	N/A
hsa-miR-559	0.501940308	N/A	0.684272687	0.211876361	0.49965918	N/A	0.878867196	0.484022893	N/A	0.397089817
hsa-miR-624-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ebv-miR-BART13	0.356785764	N/A	0.388027302	0.309385196	0.6440047	N/A	0.99957502	0.631705356	N/A	0.3520863
hsa-miR-216a	N/A	N/A	N/A	0.322044942	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-769-5p	0.868061466	N/A	N/A	0.297204674	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-145-3p	0.349699898	0.391476324	0.343579322	0.396063335	0.837567458	0.824653338	0.829624294	0.911101915	0.566691466	0.359935211
hsa-miR-1973	0.083145893	N/A	N/A	0.316250581	0.670378107	0.493678872	N/A	N/A	0.444359029	0.115153515
hsa-miR-764	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-449c-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-2114-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-518d-5p/hsa-miR-520c-5p/hsa-miR-526a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-210	N/A	N/A	N/A	0.446256755	N/A	N/A	N/A	0.404039461	N/A	0.25380336
hsa-miR-935	N/A	N/A	0.366677916	0.332528179	0.64107417	N/A	N/A	0.473286844	0.650062088	N/A
hsa-miR-614	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-1285-3p	0.779483758	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-132-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-766-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4318	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3193	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4274	0.190634611	0.970755479	0.173776817	0.381981088	N/A	N/A	0.655616934	0.940025781	0.544133737	N/A
hsa-miR-3150a-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4310	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3121-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4266	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4299	0.556194129	N/A	0.254935159	0.279164904	N/A	N/A	0.934875145	0.791790941	0.913003748	N/A
hsv2-miR-H23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4267	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3945	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3682-3p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3714	0.290317939	N/A	0.080881428	0.351375933	N/A	N/A	0.575969057	0.971842043	0.534309098	N/A
hsa-miR-3925-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3617	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsv2-miR-H12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-4292	N/A	N/A	N/A	0.399936608	0.776642301	N/A	0.72946391	0.922746578	N/A	0.835001951
hsa-miR-3154	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-3620	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hsa-miR-421	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
